,,Appearance,Behaviour,Where and when,Description
97541,24,"Beige, bovenzijde wat donkerder. Donkere vleugels met grijze band, zwart bandje in de nek. Lange staart met witte eindband.",Loopt met knikkende kop. Zit veel op dakrand of schoorsteen.,"Steden en dorpen met bomen, grasvelden en tuinen. Hele jaar.","<p><span class=""label"">Hoe verder hoe beter </span>Vroeger kwam de Turkse tortel voor van Turkije helemaal tot in China. Aan het begin van de vorige eeuw breidde de duif zijn gebied ineens uit, tot de eerste in 1950 ook Nederland bereikte. De Turkse tortels waren echter nog niet klaar met uitbreiden en bereikten zelfs Groot-Brittannië en Noorwegen. Nu is het een van de algemeenste vogels in steden en dorpen. De Turkse tortel komt ook in de Verenigde Staten voor, maar dat is niet helemaal eerlijk gegaan. De mens heeft de duif daar geïntroduceerd. Nu komt hij voor over het hele continent. In Europa is het dus een echte wilde soort, maar in Amerika een exoot.</p>"
97542,24,"Mannetje met grijze kop, bruine rug en roze onderzijde. Vrouwtje bruingrijs. Beide met twee brede witte vleugelstrepen.",Schuifelt in groepen onopvallend op de grond. Zingt vanuit een boom. ’s Winters in groepen.,"Parken en tuinen met bomen en struiken. Hele jaar, ’s winters algemener.","<p><span class=""label"">Wisselsnavel </span>Een vogelsnavel kun je een beetje vergelijken met je spieren: als je die veel gebruikt, worden ze sterker en dikker. Vogels hebben veel kracht nodig om zaadjes te kraken en de snavel wordt dan dikker. Door zaadjes van de grond te pikken slijt de snavel steeds een beetje. Een zaadetende vogel heeft dus een korte, dikke snavel. Vinken voeren hun jongen ook insecten. Ze gebruiken dan hun snavel minder om zaadjes te kraken. Die wordt dus een beetje dunner. Hij slijt ook niet meer en wordt ietsje langer. Dat is natuurlijk erg handig, want met een pincet kun je makkelijker een teer insect vangen dan met een dikke combinatietang.</p>"
97543,24,"Donkerbruin, onderzijde grijs, flanken met witte streepjes, onderstaart zwart-wit. Roodgele snavel, rode bles, lange grote poten.","Loopt of zwemt, wipt met staart.","Bij water in parken, bij sloten of vaarten, altijd bij riet of andere oeverbegroeiing. Hele jaar.","<p><span class=""label"">Dodelijke vechtersbaas </span>Waterhoentjes leven in paartjes aan de oever van zoet water. Net als hun grotere neef de meerkoet bewaken ze een territorium. Ze verdedigen hun leefgebied dus goed tegen andere waterhoentjes. Waterhoenen hebben vrij lange en stevige poten met lange tenen en scherpe nagels. Bij een gevecht zitten ze als het ware op hun staart in het water en slaan met de poten naar de tegenstander. Zo proberen ze die onder water te drukken. Meestal lukt dat niet, maar ze kunnen elkaar met die nagels vreselijk verwonden. Soms zo erg dat de verliezer doodbloedt.</p>"
97544,24,"Oranje poten en blauwe spiegel op de vleugels. Mannetje grijs met groene kop, groengele snavel, witte halsring en bruine borst. Twee zwarte staartkrullen. Vrouwtje bruin, snavel bruin met oranje tekening.",Zwemt of staat op de oever.,"Parken, sloten en weilanden. Hele jaar.","<p><span class=""label"">Niet zo wild </span>Wilde eenden zijn, zoals dat heet, gedomesticeerd. Daarmee bedoelt men dat ze tam zijn gemaakt en men ermee fokt. Door gekke vormen en kleuren te selecteren en daarmee door te fokken, zijn eendenrassen gekweekt die er maar vreemd uitzien. Zo zijn er eenden die meer lijken op een wandelstok dan op een vogel, of eenden met krulletjes op hun kop. Of die eenden daar zo gelukkig mee zijn is de vraag, maar sommige mensen vinden het mooi. In parken zie je ook bontgekleurde eenden. Dat zijn gefokte ‘wilde’ eenden. Bij ons komen ’s winters ook echt wilde wilde eenden langs. Die komen uit Noord-Europa of Rusland. Zij zijn schuw en komen zelden in de stad.</p>"
97545,24,"Bol, roestbruin met fijne streepjes, heel korte vleugels en opgewipte staart.","Kruipt schielijk door struikgewas, vaak moeilijk te zien, maar zit soms opvallend op schutting, boomtak of struik.",Parken en tuinen met veel struiken. Hele jaar.,"<p><span class=""label"">Kleine holbewoner </span>Een winterkoning gedraagt zich soms als een muis: als hij een holletje ziet, kruipt hij erin. Zijn Latijnse naam betekent dan ook ‘holbewoner’. In de lente bouwt het mannetje een nest, of hij bouwt er een aantal. Het vrouwtje mag dan kiezen. Zo’n nestje zie je niet zomaar, want de winterkoning verstopt het heel goed …. in een holletje. Dat kan een nestkast zijn, maar ook een boomholte. Soms is een heel dichte klimop ook een favoriete plek. Er is zelfs wel eens een nest van een winterkoning gevonden in de zak van een oude jas!</p>"
97546,24,"Bovenzijde lichtbruin, borst en flanken goudkleurig, buik wit, onderdelen zwart gevlekt.","Hipt op grasvelden, zit in bomen.","Parken, tuinen of groenstroken, als er maar hoge bomen zijn. Hele jaar, vooral in de herfst.","<p><span class=""label"">Slakkenkerkhof </span>De zanglijster eet graag insecten of bessen, maar hij zoekt vooral naar slakken op de grond of in lage struiken. Een naaktslak slokt hij zo naar binnen. Erna veegt hij het slakkenslijm van zijn snavel. Een huisjesslak neemt hij in zijn snavel mee naar een steen. Daar slaat hij het huisje tegen de steen kapot en eet vervolgens de slak op. Als de steen als aambeeld goed bevalt, neemt hij ook de volgende slak naar die plek mee. Op die manier ontstaat de bekende lijstersmidse, een steen met een slakkenkerkhof eromheen.</p>"
97547,24,"Groot, wit, met lichtgrijze vleugels en rug. Grote gele snavel met oranje vlek bij de punt, roze poten. ’s Winters met bruine streepjes op de kop. Jongen helemaal bruin.","Vliegt over huizen, zwemt, zit op dak.","Stad, parken. Hele jaar.","<p><span class=""label"">Meeuwtje erbij, meeuwtje eraf</span>Zo’n honderd jaar geleden broedden onze zilvermeeuwen in de duinen en waren het er niet zo veel. Omdat er steeds meer mensen kwamen, kwam er ook meer afval dat op grote vuilnisbelten werd gestort. De meeuwen vonden daar veel voedsel en er kwamen er steeds meer. Men vond dat ze overlast veroorzaakten. Toen kwamen er vossen in de duinen die de zilvermeeuwen en hun nesten belaagden. De meeuwen trokken weg, richting bebouwde gebieden, en gingen broeden op platte daken. Tegenwoordig zijn er veel minder zilvermeeuwen, vanwege die vossen en omdat de vuilnisbelten zijn opgeruimd. Toch vindt men nog steeds dat de meeuwen overlast veroorzaken in de stad.</p>"
97548,24,"Glanzend zwart, ook snavel en poten zwart.","Loopt alleen, in paren of in kleine groepen op de grond, zit in boom, op daken of een paal.",In parken en buiten de stad op akkers of in weilanden. Bijna nooit in tuinen. Hele jaar.,"<p><span class=""label"">Zwarte kraai krijgt zwarte piet</span>Veel vogels die zwart zijn krijgen altijd de schuld als er iets misgaat en zo ook de zwarte kraai. Wij hebben ons open polderlandschap volgeplant met bosjes, omdat het gezellig staat. Zwarte kraaien broeden eigenlijk in bomen, maar vinden al die bosjes ook heel fijn om een nest in te maken. Nu broeden ze tussen de grutto’s en kieviten en ja, de jongen daarvan staan wel eens op hun menu. Nu krijgen de zwarte kraaien de schuld van de achteruitgang van de grutto, maar is dat eerlijk?</p>"
97549,24,"Bovenzijde grijsbruin, onderzijde gelig wit. Mannetje met zwarte pet, vrouwtje met bruine pet.","Scharrelt rond in struiken. Mannetje zingt vanuit struik, maar is dan meestal moeilijk te zien.","Struikgewas, bosranden, parken. April tot oktober.","<p><span class=""label"">Vroege vogel </span>Een vogel moet altijd kiezen: een lange, gevaarlijke trekroute naar het warme zuiden of hier een koude winter riskeren. Vroeger trokken waarschijnlijk alle zwartkoppen voor de winter naar het Middellandse Zeegebied en Afrika, maar tegenwoordig overwinteren ze ook in Engeland en op het Europese vasteland. Dat lijkt gevaarlijk, omdat er ’s winters maar weinig insecten zijn en het hier koud is. Zwartkoppen vinden echter genoeg te eten op voedertafels en komen zo de kou wel door. Deze noordelijk overwinterende zwartkoppen keren vroeger terug op hun broedplaats dan de zwartkoppen die naar het zuiden trekken. Ze krijgen bovendien meer jongen. Als de twee trekgroepen lang genoeg gescheiden blijven, zou er zelfs een nieuwe soort kunnen ontstaan.</p>"
97550,24,"Vaak blauwgrijs, met zwarte vleugelstrepen en donkere eindband aan staart, maar zeer verschillend: soms bijna zwart, wit, of roodbruin, of een combinatie hiervan. Kan effen gekleurd, gevlekt of gestreept zijn.","Leeft in groepen. Op gebouwen, op stoep, straat of treinstation.",In steden. Hele jaar.,"<p><span class=""label"">Stadsduif telt mee! </span>Veel vogelkenners vinden stadsduiven geen echte soort. Daarom vind je hem niet in de meeste vogelboeken. De stadsduif stamt af van de rotsduif, een wilde duif die voorkomt in afgelegen gebergtes in Europa. Die rotsduiven zijn tam gemaakt en werden vroeger gebruikt als postduif. Ze kregen een briefje om hun poot en vlogen daarmee naar huis. Ook duiven waarmee wedstrijden gevlogen worden stammen af van de rotsduif. Stadsduiven zijn ontsnapte en verwilderde race- en postduiven. Omdat de stadsduif al honderden jaren in steden leeft en zich daar zelfstandig voortplant, is het zeker weten een wilde soort. Ook in Nederland telt hij gewoon mee. Bij vogeltellingen worden nu gelukkig dus ook de stadsduiven geteld.</p>"
97551,24,"Blauwzwart van boven, rozewit van onder. Donkerrode keel, diepgevorkte staart.","Vliegt met veel wendingen, soms vlak boven de grond of water. Drinkt in vlucht. Zit op telefoondraden of hek.","Bijna altijd rond boerderijen en in koeienstallen, broedt soms onder brug. April tot september.","<p><span class=""label"">Poepmelk? </span>Boerenzwaluwen komen in de lente en trekken in de herfst naar Afrika om te overwinteren. Ze broeden bij ons in koeienstallen, waar ze hun nesten op richeltjes bouwen. Omdat de staldeur altijd openstaat, kunnen de zwaluwen van ’s ochtends vroeg tot ’s avonds laat voedsel zoeken voor hun jongen. Dat ging al honderden jaren zo …. tot iemand bedacht dat het wel heel vies zou zijn als er zwaluwpoep in de koeienmelk kwam. Dat is nog nooit gebeurd, maar tegenwoordig moeten de staldeuren dicht. De zwaluwen kunnen dus niet meer bij hun nest komen, of sterker nog, ze kunnen er niet eens meer eentje bouwen. Het is heel dom, want zwaluwen eten in een broedseizoen wel een miljoen insecten!</p>"
97552,24,"Grijsbruin. Poten roze, snavel oranje. in vlucht met lichtgrijze voorvleugel.","Zwemt, staat op de oever, graast in weilanden.",In parken en weilanden. Hele jaar. ’s Winters vaak in grote groepen op akkers.,"<p><span class=""label"">Te goede maaimachine </span>Vroeger broedden grauwe ganzen in ons land, maar door een groeiende bevolking verdwenen de moerassen en daarmee ook de ganzen. Toen er weer grote moerassen kwamen, zoals de Oostvaardersplassen, kwamen er ook weer grauwe ganzen. In het begin vond men dat prima, want er was daarmee weer een nieuwe broedvogel in ons land. De grauwe ganzen doen het echter zo goed, dat het er nu heel veel zijn. Grauwe ganzen eten gras, maar ook riet. In sommige gebieden eten ze nu zo veel riet, dat vogels die daar graag broeden geen nest meer kunnen bouwen. Nu denkt men erover na of er ganzen geschoten moeten worden, om het aantal te verminderen.</p>"
97553,24,"Groot, wit, met zwarte vleugelpunten. In vlucht zwarte rand aan achterkant van vleugels. Rode snavel en poten.","Loopt in weilanden, zweeft rond in de lucht, staat op het nest.","Weilanden, akkers. Broedt in groot nest van takken bovenop paal of dak. Maart tot september.","<p><span class=""label"">Op mager dieet </span>Veel mensen denken dat ooievaars alleen maar kikkers eten. Omdat na de Tweede Wereldoorlog eerst de kikkers en daarna ook de ooievaars in aantal achteruitgingen, leek dat dus een logische gedachte. Nederlandse ooievaars eten echter vooral regenwormen. Van ooievaars uit het buitenland weten we dat ze ook graag grote insecten, veldmuizen en mollen eten. Omdat in onze weilanden maar één soort gras en weinig andere planten groeien, leven er weinig veldmuizen. Ooievaars moeten bij ons dus wel van regenwormen leven. Als er in onze weilanden meer soorten planten mochten groeien, dan zou dat beter zijn voor zowel de veldmuizen als de ooievaars.</p>"
97554,24,"Grijze rug, zwarte kop en keel, wit gezicht. Onderzijde wit. Vleugels zwart met witte veerranden.","Stapt rond, wipt voortdurend met de staart.","Op de grond nabij water, op modder en bij regenplassen. Vaak bij boerderijen. Ook in kort grasland.","<p><span class=""label"">Overal en nergens </span>Toen een tijd geleden de broedvogelatlas uitkwam met informatie over alle Nederlandse broedvogels, bleek dat de witte kwikstaart werkelijk o-ver-al voorkomt. Alleen in echt dicht bos en middenin de grote steden broedt hij niet. Daar keken veel vogelaars wel van op, want het is dus onze meest verspreid voorkomende broedvogel. Als je zelf vogels gaat kijken, zie je eerder soorten als merel, koolmees en kokmeeuw. Kun je nagaan hoe gauw je een verkeerd beeld krijgt van iets als je het niet echt onderzoekt.</p>"
97555,24,"Roestbruine rug, onderzijde beige, beide met zwarte spikkels. Mannetje met grijze kop en staart. Poten en washuid rond snavel en oogring geel.","Hangt stil in de lucht (‘bidden’), zit op paal.","Weilanden, akkers, duinen. Ook aan bosranden. Hele jaar.","<p><span class=""label"">Bidden voor het eten </span>Als een torenvalk voedsel zoekt, slaat hij met zijn vleugels precies zo hard dat hij op één plaats stil in de lucht blijft hangen. Dat wordt bidden genoemd. Vanuit die hoge positie heeft hij overzicht over de muizenpaadjes in het gras. Maar hoe weet een torenvalk nu of de paadjes niet oud zijn en er al lang geen muizen meer wonen? Muizen markeren hun paden regelmatig met een beetje urine. Die urine reflecteert ultraviolet licht en een torenvalk ziet dat licht. Door maar even boven een paar muizenpaadjes te blijven stilhangen weet de valk dus of hij op die plek een kans op een lekkere muis maakt.</p>"
97556,24,"Tot 7 cm. Lang en dun, bruingeel of roodgeel. Lange, stevige kaken, soms meer dan 100 poten.",Ontsnapt door weg te kruipen in kleine gaatjes.,Op de bodem en onder hout. Het hele jaar door te zien.,"<p><span class=""label"">Lange sliert </span>Aardkruipers zijn zo dun en sliertig dat je bang bent dat ze breken als je er een oppakt. Lang en dun zijn heeft voordelen. De aardkruiper komt er gemakkelijk mee in de bodem. Hij  kruipt soepel door wormengangetjes, op zoek naar allerlei dieren om op te eten. Handig zo’n sliert. Het is de beste vorm om  je door kleine gaatjes en bochtige gangen te wurmen.</p>"
97557,24,Tot 3 cm. Glanzend kastanjerood en breed lichaam met 26 poten.,Verdooft zijn prooi met een giftige beet.,Op of in de bodem of onder dood hout. Het hele jaar door te zien.,"<p><span class=""label"">Krachtpatser </span>Zo klein als hij is, de gewone duizendpoot is een gevaarlijke rover. Stevig, met twee krachtige kaken, en razendsnel. Soepel jaagt hij achter allerlei bodemdieren aan. Insecten en pissebedden zijn niet veilig voor zijn kaken. Als een slang spuit hij er gif mee in zijn prooi en  verdooft hem. Zelfs miljoenpoten kan hij de baas. Een verdoofde prooi  eet hij levend op.</p>"
97558,24,"Tot 5 cm. Glanzend zwartbruin, twee oranje strepen op de rug, witgrijze pootjes en twee korte voelsprieten.","Loopt met een golvende beweging van zijn pootjes. Eet schimmels, rottend hout en bladeren.",Op en in de bodem. Het hele jaar door te zien.,"<p><span class=""label"">Doe de wave </span> De gewone miljoenpoot loopt niet zoals wij. Hij zet niet eerst zijn linkerpoot neer en daarna zijn rechter. Dat lukt ook niet, want hij heeft aan beide kanten een hele rij poten. De pootjes in de rij bewegen op een mooie manier. Ze maken een ‘wave’. Als je de gewone miljoenpoot van de zijkant bekijkt, zie je de pootjes op en neer golven. Heel veel kleine pootjes zijn handig als je een kronkelend lichaam hebt. Door de pootjes snel na elkaar op te tillen en neer te zetten, stuurt de gewone miljoenpoot zijn lichaam soepel door de bocht.</p>"
